iata_code,name,continent,iso_country,municipality
VBP,Bokpyinn Airport,AS,MM,Bokpyinn
VBS,Brescia Airport,EU,IT,Montichiari (BS)
VBV,Vanua Balavu Airport,OC,FJ,Vanua Balavu
VBY,Visby Airport,EU,SE,Visby
VCA,Can Tho International Airport,AS,VN,Can Tho
VCD,Victoria River Downs Airport,OC,AU,
VCE,Venice Marco Polo Airport,EU,IT,Venice
VCF,Valcheta Airport,SA,AR,Valcheta
VCH,Vichadero Airport,SA,UY,Vichadero
VCL,Chu Lai International Airport,AS,VN,Dung Quat Bay
VCP,Viracopos International Airport,SA,BR,Campinas
VCR,Carora Airport,SA,VE,Carora
VCS,Co Ong Airport,AS,VN,Con Dao
VCT,Victoria Regional Airport,NA,US,Victoria
VCV,Southern California Logistics Airport,NA,US,Victorville
VDA,Ovda International Airport,AS,IL,Eilat
VDB,Leirin Airport,EU,NO,
VDC,Vitória da Conquista Airport,SA,BR,Vitória Da Conquista
VDE,Hierro Airport,EU,ES,El Hierro Island
VDH,Dong Hoi Airport,AS,VN,Dong Hoi
VDI,Vidalia Regional Airport,NA,US,Vidalia
VDM,Gobernador Castello Airport,SA,AR,Viedma / Carmen de Patagones
VDP,Valle de La Pascua Airport,SA,VE,
VDR,Villa Dolores Airport,SA,AR,Villa Dolores
VDS,Vadsø Airport,EU,NO,Vadsø
VDY,Vijayanagar Aerodrome (JSW),AS,IN,
VDZ,Valdez Pioneer Field,NA,US,Valdez
VEE,Venetie Airport,NA,US,Venetie
VEL,Vernal Regional Airport,NA,US,Vernal
VER,General Heriberto Jara International Airport,NA,MX,Veracruz
VEV,Barakoma Airport,OC,SB,Barakoma
VEX,Tioga Municipal Airport,NA,US,Tioga
VEY,Vestmannaeyjar Airport,EU,IS,Vestmannaeyjar
VFA,Victoria Falls International Airport,AF,ZW,Victoria Falls
VGA,Vijayawada Airport,AS,IN,
VGD,Vologda Airport,EU,RU,Vologda
VGO,Vigo Airport,EU,ES,Vigo
VGS,General Villegas Airport,SA,AR,General Villegas
VGT,North Las Vegas Airport,NA,US,Las Vegas
VGZ,Villa Garzón Airport,SA,CO,Villa Garzón
VHC,Saurimo Airport,AF,AO,Saurimo
VHM,Vilhelmina Airport,EU,SE,
VHN,Culberson County Airport,NA,US,Van Horn
VHV,Verkhnevilyuisk Airport,AS,RU,Verkhnevilyuisk
VHY,Vichy-Charmeil Airport,EU,FR,Vichy/Charmeil
VHZ,Vahitahi Airport,OC,PF,Vahitahi
VIA,Videira Airport,SA,BR,Videira
VIB,Villa Constitución Airport,NA,MX,Ciudad Constitución
VIC,Vicenza Airport,EU,IT,Vicenza
VIE,Vienna International Airport,EU,AT,Vienna
VIG,Juan Pablo Pérez Alfonso Airport,SA,VE,El Vigía
VIH,Rolla National Airport,NA,US,Rolla/Vichy
VII,Vinh Airport,AS,VN,Vinh
VIJ,Virgin Gorda Airport,NA,VG,Spanish Town
VIL,Dakhla Airport,AF,EH,Dakhla
VIN,Vinnytsia/Gavyryshivka Airport,EU,UA,Vinnitsa
VIQ,Viqueque Airport,AS,TL,Viqueque
VIR,Virginia Airport,AF,ZA,Durban
VIS,Visalia Municipal Airport,NA,US,Visalia
VIT,Vitoria/Foronda Airport,EU,ES,Alava
VIU,Viru Harbour Airstrip,OC,SB,Viru
VIV,Vivigani Airfield,OC,PG,Vivigani
VIX,Eurico de Aguiar Salles Airport,SA,BR,Vitória
VIY,Villacoublay-Vélizy (BA 107) Air Base,EU,FR,Villacoublay/Vélizy
VJB,Xai-Xai Airport,AF,MZ,Xai-Xai
VJI,Virginia Highlands Airport,NA,US,Abingdon
VJQ,Gurue Airport,AF,MZ,Gurue
VKG,Rach Gia Airport,AS,VN,Rach Gia
VKO,Vnukovo International Airport,EU,RU,Moscow
VKS,Vicksburg Municipal Airport,NA,US,Vicksburg
VKT,Vorkuta Airport,AS,RU,Vorkuta
VLA,Vandalia Municipal Airport,NA,US,Vandalia
VLC,Valencia Airport,EU,ES,Valencia
VLD,Valdosta Regional Airport,NA,US,Valdosta
VLE,Valle Airport,NA,US,Grand Canyon
VLG,Villa Gesell Airport,SA,AR,Villa Gesell
VLI,Bauerfield International Airport,OC,VU,Port Vila
VLK,Volgodonsk Airport,EU,RU,
VLL,Valladolid Airport,EU,ES,Valladolid
VLM,Teniente Coronel Rafael Pabón Airport,SA,BO,Villamontes
VLN,Arturo Michelena International Airport,SA,VE,Valencia
VLP,Vila Rica Airport,SA,BR,Vila Rica
VLR,Vallenar Airport,SA,CL,Vallenar
VLS,Valesdir Airport,OC,VU,Epi Island
VLU,Velikiye Luki Airport,EU,RU,Velikiye Luki
VLV,Dr. Antonio Nicolás Briceño Airport,SA,VE,Valera
VLY,Anglesey Airport,EU,GB,Angelsey
VME,Villa Reynolds Airport,SA,AR,Villa Mercedes
VMI,Dr Juan Plate Airport,SA,PY,Puerto Vallemi
VMU,Baimuru Airport,OC,PG,Baimuru
VNA,Saravane Airport,AS,LA,Saravane
VNC,Venice Municipal Airport,NA,US,Venice
VND,Vangaindrano Airport,AF,MG,Vangaindrano
VNE,Vannes-Meucon Airport,EU,FR,Vannes/Meucon
VNO,Vilnius International Airport,EU,LT,Vilnius
VNR,Vanrook Station Airport,OC,AU,
VNS,Lal Bahadur Shastri Airport,AS,IN,Varanasi
VNT,Ventspils International Airport,EU,LV,Ventspils
VNX,Vilankulo Airport,AF,MZ,Vilanculo
VNY,Van Nuys Airport,NA,US,Van Nuys
VOD,Vodochody Airport,EU,CZ,Vodochody
VOG,Volgograd International Airport,EU,RU,Volgograd
VOH,Vohimarina Airport,AF,MG,
VOI,Voinjama Airport,AF,LR,Voinjama
VOK,Volk Field,NA,US,Camp Douglas
VOL,Nea Anchialos Airport,EU,GR,Nea Anchialos
VOT,Votuporanga Airport,SA,BR,Votuporanga
VOZ,Voronezh International Airport,EU,RU,Voronezh
VPE,Ngjiva Pereira Airport,AF,AO,Ngiva
VPG,Vipingo Estate Airport,AF,KE,Vipingo Estate
VPN,Vopnafjörður Airport,EU,IS,Vopnafjörður
VPS,Destin-Ft Walton Beach Airport,NA,US,Valparaiso
VPY,Chimoio Airport,AF,MZ,Chimoio
VPZ,Porter County Municipal Airport,NA,US,Valparaiso
VQQ,Cecil Airport,NA,US,Jacksonville
VQS,Vieques Airport,NA,PR,Vieques Island
VQS,Antonio Rivera Rodriguez Airport,NA,PR,Vieques Island
VRA,Juan Gualberto Gomez International Airport,NA,CU,Varadero
VRB,Vero Beach Regional Airport,NA,US,Vero Beach
VRC,Virac Airport,AS,PH,Virac
VRE,Vredendal Airport,AF,ZA,Vredendal
VRI,Varandey Airport,EU,RU,Varandey
VRK,Varkaus Airport,EU,FI,Varkaus / Joroinen
VRL,Vila Real Airport,EU,PT,Vila Real
VRN,Verona Villafranca Airport,EU,IT,Verona
VRO,Kawama Airport,NA,CU,Matanzas
VRS,Roy Otten Memorial Airfield,NA,US,Versailles
VRU,Vryburg Airport,AF,ZA,Vyrburg
VRY,Værøy Heliport,EU,NO,Værøy
VSA,Carlos Rovirosa Pérez International Airport,NA,MX,Villahermosa
VSE,Aerodromo Goncalves Lobato (Viseu Airport),EU,PT,Viseu
VSF,Hartness State (Springfield) Airport,NA,US,Springfield
VSG,Luhansk International Airport,EU,UA,Luhansk
VSK,Vista Field,NA,US,Kennewick
VST,Stockholm Västerås Airport,EU,SE,Stockholm / Västerås
VTB,Vitebsk Vostochny Airport,EU,BY,Vitebsk
VTE,Wattay International Airport,AS,LA,Vientiane
VTF,Vatulele Airport,OC,FJ,Vatulele
VTG,Vung Tau Airport,AS,VN,Vung Tau
VTM,Nevatim Air Base,AS,IL,Beersheba
VTN,Miller Field,NA,US,Valentine
VTU,Hermanos Ameijeiras Airport,NA,CU,Las Tunas
VTZ,Vishakhapatnam Airport,AS,IN,Visakhapatnam
VUP,Alfonso López Pumarejo Airport,SA,CO,Valledupar
VUS,Velikiy Ustyug Airport,EU,RU,Velikiy Ustyug
VUU,Mvuu Camp Airport,AF,MW,Liwonde National Park
VVB,Mahanoro Airport,AF,MG,Mahanoro
VVC,Vanguardia Airport,SA,CO,Villavicencio
VVI,Viru Viru International Airport,SA,BO,Santa Cruz
VVK,Västervik Airport,EU,SE,Västervik
VVN,Las Malvinas/Echarate Airport,SA,PE,Las Malvinas
VVO,Vladivostok International Airport,AS,RU,Vladivostok
VVZ,Illizi Takhamalt Airport,AF,DZ,Illizi
VXC,Lichinga Airport,AF,MZ,Lichinga
VXE,São Pedro Airport,AF,CV,São Pedro
VXO,Växjö Kronoberg Airport,EU,SE,Växjö
VYD,Vryheid Airport,AF,ZA,Vryheid
VYI,Vilyuisk Airport,AS,RU,Vilyuisk
VYS,Illinois Valley Regional Airport-Walter A Duncan Field,NA,US,Peru
WAA,Wales Airport,NA,US,Wales
WAB,Wabag Airport,OC,PG,Wabag
WAC,Waca Airport,AF,ET,Waca
WAD,Andriamena Airport,AF,MG,Andriamena
WAE,Wadi Al Dawasir Airport,AS,SA,
WAF,Wana Airport,AS,PK,Waana
WAG,Wanganui Airport,OC,NZ,Wanganui
WAH,Harry Stern Airport,NA,US,Wahpeton
WAI,Ambalabe Airport,AF,MG,Antsohihy
WAJ,Wawoi Falls Airport,OC,PG,Wavoi Falls
WAK,Ankazoabo Airport,AF,MG,Ankazoabo
WAL,Wallops Flight Facility Airport,NA,US,Wallops Island
WAM,Ambatondrazaka Airport,AF,MG,Ambatondrazaka
WAN,Waverney Airport,OC,AU,Waverney
WAO,Wabo Airport,OC,PG,Wabo
WAP,Alto Palena Airport,SA,CL,Alto Palena
WAQ,Antsalova Airport,AF,MG,Antsalova
WAR,Waris Airport,AS,ID,Swach
WAT,Waterford Airport,EU,IE,Waterford
WAV,Wave Hill Airport,OC,AU,
WAW,Warsaw Chopin Airport,EU,PL,Warsaw
WAX,Zwara Airport,AF,LY,Zuwara
WAY,Greene County Airport,NA,US,Waynesburg
WAZ,Warwick Airport,OC,AU,
WBA,"Wahai,Seram Island",AS,ID,Seram Island
WBB,Stebbins Airport,NA,US,Stebbins
WBC,Wapolu Airport,OC,PG,Wapolu
WBD,Avaratra Airport,AF,MG,Befandriana
WBG,Schleswig Air Base,EU,DE,Jagel
WBM,Wapenamanda Airport,OC,PG,
WBO,Antsoa Airport,AF,MG,Beroroha
WBQ,Beaver Airport,NA,US,Beaver
WBR,Roben Hood Airport,NA,US,Big Rapids
WBU,Boulder Municipal Airport,NA,US,Boulder
WBW,Wilkes Barre Wyoming Valley Airport,NA,US,Wilkes-Barre
WCA,Gamboa Airport,SA,CL,Castro
WCH,Chaitén Airport,SA,CL,Chaiten
WCR,Chandalar Lake Airport,NA,US,Chandalar Lake
WDA,Wadi Ain Airport,AS,YE,Wadi Ain
WDG,Enid Woodring Regional Airport,NA,US,Enid
WDH,Hosea Kutako International Airport,AF,NA,Windhoek
WDI,Wondai Airport,OC,AU,
WDN,Waldronaire Airport,NA,US,East Sound
WDR,Barrow County Airport,NA,US,Winder
WDS,Shiyan Wudangshan Airport,AS,CN,Shiyan
WEA,Parker County Airport,NA,US,Weatherford
WED,Wedau Airport,OC,PG,Wedau
WEF,Weifang Airport,AS,CN,Weifang
WEH,Weihai Airport,AS,CN,Weihai
WEI,Weipa Airport,OC,AU,Weipa
WEM,RAF West Malling,EU,GB,West Malling
WEP,Weam Airport,OC,PG,Weam
WET,Wagethe Airport,AS,ID,Wagethe-Papua Island
WEW,Wee Waa Airport,OC,AU,
WFB,Ketchikan Harbor Seaplane Base,NA,US,Ketchikan
WFI,Fianarantsoa Airport,AF,MG,
WFK,Northern Aroostook Regional Airport,NA,US,Frenchville
WGA,Wagga Wagga City Airport,OC,AU,Wagga Wagga
WGB,Bahawalnagar Airport,AS,PK,Bahawalnagar
WGC,Warangal Airport,AS,IN,Warangal
WGE,Walgett Airport,OC,AU,
WGN,Shaoyang Wugang Airport,AS,CN,Shaoyang
WGO,Winchester Regional Airport,NA,US,Winchester
WGP,Umbu Mehang Kunda Airport,AS,ID,Waingapu-Sumba Island
WGT,Wangaratta Airport,OC,AU,
WGU,Wagau Airport,OC,PG,Wagau
WGY,Wagny Airport,AF,GA,Wagny
WHD,Hyder Seaplane Base,NA,US,Hyder
WHF,Wadi Halfa Airport,AF,SD,Wadi Halfa
WHK,Whakatane Airport,OC,NZ,
WHL,Welshpool Airport,OC,AU,Welshpool
WHO,Franz Josef Aerodrome,OC,NZ,
WHP,Whiteman Airport,NA,US,Los Angeles
WHS,Whalsay Airport,EU,GB,Whalsay
WHT,Wharton Regional Airport,NA,US,Wharton
WHU,Wuhu Air Base,AS,CN,Wuhu
WIB,Wilbarger County Airport,NA,US,Vernon
WIC,Wick Airport,EU,GB,Wick
WID,RAF Wildenrath,EU,DE,British Armed Forces
WIE,Wiesbaden Army Airfield,EU,DE,Wiesbaden
WIK,Waiheke Reeve Airport,OC,NZ,
WIL,Nairobi Wilson Airport,AF,KE,Nairobi
WIN,Winton Airport,OC,AU,
WIO,Wilcannia Airport,OC,AU,
WIR,Wairoa Airport,OC,NZ,Wairoa
WIT,Wittenoom Airport,OC,AU,
WIU,Witu Airport,OC,PG,Garove Island
WJA,Woja Airport,OC,MH,Woja
WJF,General WM J Fox Airfield,NA,US,Lancaster
WJR,Wajir Airport,AF,KE,Wajir
WJU,Wonju/Hoengseong Air Base (K-38/K-46),AS,KR,Wonju
WKA,Wanaka Airport,OC,NZ,
WKB,Warracknabeal Airport,OC,AU,
WKF,Waterkloof Air Force Base,AF,ZA,Pretoria
WKI,Hwange (Town) Airport,AF,ZW,Hwange
WKJ,Wakkanai Airport,AS,JP,Wakkanai
WKK,Aleknagik / New Airport,NA,US,Aleknagik
WKL,Waikoloa Heliport,NA,US,Waikoloa Village
WKN,Wakunai Airport,OC,PG,Wakunai
WKR,Abaco I Walker C Airport,NA,BS,
WLA,Wallal Airport,OC,AU,Wallal
WLC,Walcha Airport,OC,AU,
WLD,Strother Field,NA,US,Winfield/Arkansas City
WLE,Miles Airport,OC,AU,
WLG,Wellington International Airport,OC,NZ,Wellington
WLH,Walaha Airport,OC,VU,Walaha
WLK,Selawik Airport,NA,US,Selawik
WLL,Wollogorang Airport,OC,AU,
WLO,Waterloo Airport,OC,AU,
WLP,West Angelas Airport,OC,AU,
WLR,Loring Seaplane Base,NA,US,Loring
WLS,Hihifo Airport,OC,WF,Wallis Island
WLW,Willows Glenn County Airport,NA,US,Willows
WMA,Mandritsara Airport,AF,MG,Mandritsara
WMB,Warrnambool Airport,OC,AU,
WMC,Winnemucca Municipal Airport,NA,US,Winnemucca
WMD,Mandabe Airport,AF,MG,Mandabe
WME,Mount Keith Airport,OC,AU,
WMH,Ozark Regional Airport,NA,US,Mountain Home
WMI,Modlin Airport,EU,PL,Warsaw
WMK,Meyers Chuck Seaplane Base,NA,US,Meyers Chuck
WML,Malaimbandy Airport,AF,MG,Malaimbandy
WMN,Maroantsetra Airport,AF,MG,
WMO,White Mountain Airport,NA,US,White Mountain
WMP,Mampikony Airport,AF,MG,Mampikony
WMR,Mananara Nord Airport,AF,MG,Mananara Nord
WMT,Zunyi Maotai Airport,AS,CN,Zunyi
WMX,Wamena Airport,AS,ID,Wamena-Papua Island
WNA,Napakiak Airport,NA,US,Napakiak
WND,Windarra Airport,OC,AU,
WNH,Wenshan Puzhehei Airport,AS,CN,Wenshan
WNN,Wunnumin Lake Airport,NA,CA,Wunnumin Lake
WNP,Naga Airport,AS,PH,Naga
WNR,Windorah Airport,OC,AU,
WNS,Shaheed Benazirabad Airport,AS,PK,Nawabashah
WNU,Wanuma Airport,OC,PG,Wanuma
WNZ,Wenzhou Longwan International Airport,AS,CN,Wenzhou
WOA,Wonenara Airport,OC,PG,Wonenara
WOE,Woensdrecht Air Base,EU,NL,Bergen Op Zoom
WOK,Wonken Airport,SA,VE,Wonken
WOL,Wollongong Airport,OC,AU,
WON,Wondoola Airport,OC,AU,Wondoola
WOS,Wonsan Kalma International Airport,AS,KP,Wonsan
WOT,Wang-an Airport,AS,TW,Wang-an
WOW,Willow Airport,NA,US,Willow
WPA,Cabo 1° Juan Román Airport,SA,CL,Puerto Aysen
WPB,Port Bergé Airport,AF,MG,Port Bergé
WPC,Pincher Creek Airport,NA,CA,Pincher Creek
WPK,Wrotham Park Airport,OC,AU,
WPL,Powell Lake Seaplane Base,NA,CA,
WPM,Wipim Airport,OC,PG,Wipim
WPO,North Fork Valley Airport,NA,US,Paonia
WPR,Capitan Fuentes Martinez Airport Airport,SA,CL,Porvenir
WPU,Guardiamarina Zañartu Airport,SA,CL,Puerto Williams
WRA,Warder Airport,AF,ET,Warder
WRB,Robins Air Force Base,NA,US,Warner Robins
WRE,Whangarei Airport,OC,NZ,
WRG,Wrangell Airport,NA,US,Wrangell
WRI,Mc Guire Air Force Base,NA,US,Wrightstown
WRL,Worland Municipal Airport,NA,US,Worland
WRN,Windarling Airport,OC,AU,Windarling Mine
WRO,Copernicus Wrocław Airport,EU,PL,Wrocław
WRT,Warton Airport,EU,GB,Warton
WRW,[Duplicate] Warrawagine Airport,OC,AU,Warrawagine
WRW,Warrawagine Airport,OC,AU,
WRY,Westray Airport,EU,GB,Westray
WRZ,Weerawila Airport,AS,LK,Weerawila
WSA,Wasua Airport,OC,PG,Wasua
WSB,Steamboat Bay Seaplane Base,NA,US,Steamboat Bay
WSD,Condron Army Air Field,NA,US,White Sands
WSG,Washington County Airport,NA,US,Washington
WSH,Brookhaven Airport,NA,US,Shirley
WSM,Wiseman Airport,NA,US,Wiseman
WSN,South Naknek Nr 2 Airport,NA,US,South Naknek
WSO,Washabo Airport,SA,SR,Washabo
WSP,Waspam Airport,NA,NI,Waspam
WSR,Wasior Airport,AS,ID,Wasior-Papua Island
WST,Westerly State Airport,NA,US,Westerly
WSU,Wasu Airport,OC,PG,Wasu
WSX,Westsound/Wsx Seaplane Base,NA,US,Westsound
WSY,[Duplicate] Whitsunday Airstrip,OC,AU,Airlie Beach
WSY,Whitsunday Island Airport,OC,AU,
WSZ,Westport Airport,OC,NZ,
WTA,Tambohorano Airport,AF,MG,Tambohorano
WTB,Toowoomba Wellcamp Airport,OC,AU,Toowoomba
WTD,West End Airport,NA,BS,West End
WTE,Wotje Atoll Airport,OC,MH,Wotje Atoll
WTK,Noatak Airport,NA,US,Noatak
WTL,Tuntutuliak Airport,NA,US,Tuntutuliak
WTN,RAF Waddington,EU,GB,Waddington
WTO,Wotho Island Airport,OC,MH,Wotho Island
WTP,Woitape Airport,OC,PG,Fatima Mission
WTR,Whiteriver Airport,NA,US,Whiteriver
WTS,Tsiroanomandidy Airport,AF,MG,Tsiroanomandidy
WTT,Wantoat Airport,OC,PG,Wantoat
WTZ,Whitianga Airport,OC,NZ,
WUA,Wuhai Airport,AS,CN,Wuhai
WUD,Wudinna Airport,OC,AU,
WUG,Wau Airport,OC,PG,Wau
WUH,Wuhan Tianhe International Airport,AS,CN,Wuhan
WUI,Murrin Murrin Airport,OC,AU,Murrin Murrin
WUM,Wasum Airport,OC,PG,Wasum
WUN,Wiluna Airport,OC,AU,
WUS,Nanping Wuyishan Airport,AS,CN,Wuyishan
WUT,Xinzhou Wutaishan Airport,AS,CN,Xinzhou
WUU,Wau Airport,AF,SS,Wau
WUV,Wuvulu Island Airport,OC,PG,Wuvulu Island
WUX,Sunan Shuofang International Airport,AS,CN,Wuxi
WUZ,Wuzhou Changzhoudao Airport,AS,CN,Wuzhou
WVB,Walvis Bay Airport,AF,NA,Walvis Bay
WVI,Watsonville Municipal Airport,NA,US,Watsonville
WVK,Manakara Airport,AF,MG,
WVL,Waterville Robert Lafleur Airport,NA,US,Waterville
WVN,Wilhelmshaven-Mariensiel Airport,EU,DE,Wilhelmshaven
WWA,Wasilla Airport,NA,US,Wasilla
WWD,Cape May County Airport,NA,US,Wildwood
WWI,Woodie Woodie Airport,OC,AU,Woodie Woodie
WWK,Wewak International Airport,OC,PG,Wewak
WWP,Whale Pass Seaplane Float Harbor Facility,NA,US,Whale Pass
WWR,West Woodward Airport,NA,US,Woodward
WWT,Newtok Airport,NA,US,Newtok
WWY,West Wyalong Airport,OC,AU,West Wyalong
WXN,Wanxian Airport,AS,CN,Wanxian
WYA,Whyalla Airport,OC,AU,Whyalla
WYB,Yes Bay Lodge Seaplane Base,NA,US,Yes Bay
WYE,Yengema Airport,AF,SL,Yengema
WYN,Wyndham Airport,OC,AU,
WYS,Yellowstone Airport,NA,US,West Yellowstone
WZQ,Urad Middle Banner,AS,CN,Urad Middle Banner
XAB,Abbeville,EU,FR,Abbeville
XAL,Álamos Airport,NA,MX,Álamos
XAP,Serafin Enoss Bertaso Airport,SA,BR,Chapecó
XAR,Aribinda Airport,AF,BF,Aribinda
XAU,Saúl Airport,SA,GF,Saúl
XBB,Blubber Bay Seaplane Base,NA,CA,Blubber Bay
XBE,Bearskin Lake Airport,NA,CA,Bearskin Lake
XBG,Bogande Airport,AF,BF,Bogande
XBJ,Birjand Airport,AS,IR,Birjand
XBN,Biniguni Airport,OC,PG,Biniguni
XBO,Boulsa Airport,AF,BF,Boulsa
XBR,Brockville - Thousand Islands Regional Tackaberry Airport,NA,CA,Brockville
XBX,Bernay – St Martin Airport,EU,FR,Creil
XCH,Christmas Island Airport,AS,CX,Christmas Island
XCL,Cluff Lake Airport,NA,CA,Cluff Lake
XCM,Chatham Kent Airport,NA,CA,Chatham-Kent
XCO,Colac Airport,OC,AU,
XCR,Châlons-Vatry Airport,EU,FR,Vatry
XCZ,Charleville-Mézières Airport,EU,FR,Charleville-Mézières
XDA,Dax Seyresse Airport,EU,FR,Perigueux
XDE,Diebougou Airport,AF,BF,Diebougou
XDJ,Djibo Airport,AF,BF,Djibo
XEN,Xingcheng Air Base,AS,CN,
XES,Grand Geneva Resort Airport,NA,US,Lake Geneva
XFN,Xiangyang Liuji Airport,AS,CN,Xiangfan
XFW,Hamburg-Finkenwerder Airport,EU,DE,Hamburg
XGA,Gaoua Airport,AF,BF,Gaoua
XGG,Gorom-Gorom Airport,AF,BF,Gorom-Gorom
XGN,Xangongo Airport,AF,AO,Xangongo
XGR,Kangiqsualujjuaq (Georges River) Airport,NA,CA,Kangiqsualujjuaq
XIC,Xichang Qingshan Airport,AS,CN,Xichang
XIE,Xienglom Airport,AS,LA,Xienglom
XIG,Xinguara Municipal Airport,SA,BR,Xinguara
XIJ,Ahmed Al Jaber Air Base,AS,KW,Ahmed Al Jaber AB
XIL,Xilinhot Airport,AS,CN,Xilinhot
XIN,Xingning Airport,AS,CN,Xingning
XIQ,Ilimanaq Heliport,NA,GL,Ilimanaq
XIY,Xi'an Xianyang International Airport,AS,CN,Xi'an
XJD,Al Udeid Air Base,AS,QA,Ar Rayyan
XJM,Mangla Airport,AS,PK,Mangla
XKA,Kantchari Airport,AF,BF,Kantchari
XKH,Xieng Khouang Airport,AS,LA,Xieng Khouang
XKS,Kasabonika Airport,NA,CA,Kasabonika
XKY,Kaya Airport,AF,BF,Kaya
XLB,Lac Brochet Airport,NA,CA,Lac Brochet
XLO,Long Xuyên Airport,AS,VN,Long Xuyên
XLS,Saint Louis Airport,AF,SN,Saint Louis
XLU,Leo Airport,AF,BF,Leo
XLW,Lemwerder Airport,EU,DE,Lemwerder
XMA,Maramag Airport,AS,PH,Maramag
XMC,Mallacoota Airport,OC,AU,
XMD,Madison Municipal Airport,NA,US,Madison
XME,Maubeuge-Élesmes Airport,EU,FR,Maubeuge/Élesmes
XMG,Mahendranagar Airport,AS,NP,Mahendranagar
XMH,Manihi Airport,OC,PF,
XMI,Masasi Airport,AF,TZ,Masasi
XML,Minlaton Airport,OC,AU,
XMN,Xiamen Gaoqi International Airport,AS,CN,Xiamen
XMP,Macmillan Pass Airport,NA,CA,Macmillan Pass
XMS,Coronel E Carvajal Airport,SA,EC,Macas
XMW,Montauban Airport,EU,FR,Montauban
XMY,Yam Island Airport,OC,AU,Yam Island
XNA,Northwest Arkansas Regional Airport,NA,US,Fayetteville/Springdale/Rogers
XNG,Quảng Ngãi Airfield,AS,VN,Quảng Ngãi
XNN,Xining Caojiabu Airport,AS,CN,Xining
XNT,Xingtai Dalian Airport,AS,CN,Xingtai
XNU,Nouna Airport,AF,BF,Nouna
XOG,Orange-Caritat (BA 115) Air Base,EU,FR,Orange/Caritat
XPA,Pama Airport,AF,BF,Pama
XPK,Pukatawagan Airport,NA,CA,Pukatawagan
XPL,Coronel Enrique Soto Cano Air Base,NA,HN,Comayagua
XPP,Poplar River Airport,NA,CA,Poplar River
XPR,Pine Ridge Airport,NA,US,Pine Ridge
XQC,Joint Base Balad,AS,IQ,Balad
XQP,Quepos Managua Airport,NA,CR,Quepos
XQU,Qualicum Beach Airport,NA,CA,Qualicum Beach
XRH,RAAF Base Richmond,OC,AU,Richmond
XRR,Ross River Airport,NA,CA,Ross River
XRY,Jerez Airport,EU,ES,Jerez de la Forntera
XSB,Sir Bani Yas Airport,AS,AE,
XSC,South Caicos Airport,NA,TC,
XSD,Tonopah Test Range Airport,NA,US,Tonopah
XSE,Sebba Airport,AF,BF,Sebba
XSI,South Indian Lake Airport,NA,CA,South Indian Lake
XSO,Siocon Airport,AS,PH,
XSP,Seletar Airport,AS,SG,Seletar
XTG,Thargomindah Airport,OC,AU,
XTL,Tadoule Lake Airport,NA,CA,Tadoule Lake
XTO,Taroom Airport,OC,AU,
XTR,Tara Airport,OC,AU,
XUZ,Xuzhou Guanyin Airport,AS,CN,Xuzhou
XVL,Vinh Long Airfield,AS,VN,Vinh Long
XVS,Valenciennes-Denain Airport,EU,FR,Valenciennes/Denain
XXN,Riyadh Air Base,AS,SA,Riyadh
XYA,Yandina Airport,OC,SB,Yandina
XYE,Ye Airport,AS,MM,Ye
XYR,Edwaki Airport,OC,PG,Yellow River Mission
XZA,Zabré Airport,AF,BF,Zabré
YAA,Anahim Lake Airport,NA,CA,Anahim Lake
YAB,Arctic Bay Airport,NA,CA,Arctic Bay
YAC,Cat Lake Airport,NA,CA,Cat Lake
YAD,Moose Lake Airport,NA,CA,
YAG,Fort Frances Municipal Airport,NA,CA,Fort Frances
YAH,La Grande-4 Airport,NA,CA,La Grande-4
YAI,Gral. Bernardo O´Higgins Airport,SA,CL,Chillan
YAJ,Lyall Harbour Seaplane Base,NA,CA,Saturna Island
YAK,Yakutat Airport,NA,US,Yakutat
YAL,Alert Bay Airport,NA,CA,Alert Bay
YAM,Sault Ste Marie Airport,NA,CA,Sault Ste Marie
YAN,Yangambi Airport,AF,CD,Yangambi
YAO,Yaoundé Airport,AF,CM,Yaoundé
YAP,Yap International Airport,OC,FM,Yap Island
YAQ,Maple Bay Seaplane Base,NA,CA,Maple Bay
YAR,La Grande-3 Airport,NA,CA,La Grande-3
YAS,Yasawa Island Airport,OC,FJ,Yasawa Island
YAT,Attawapiskat Airport,NA,CA,Attawapiskat
YAU,Donaldson Airport,NA,CA,Kattiniq
YAV,Mayne Island Seaplane Base,NA,CA,Miners Bay
YAX,Wapekeka Airport,NA,CA,Angling Lake
YAY,St. Anthony Airport,NA,CA,St. Anthony
YAZ,Tofino / Long Beach Airport,NA,CA,Tofino
YBA,Banff Airport,NA,CA,Banff
YBB,Kugaaruk Airport,NA,CA,Kugaaruk
YBC,Baie Comeau Airport,NA,CA,Baie-Comeau
YBE,Uranium City Airport,NA,CA,Uranium City
YBF,Bamfield Seaplane Base,NA,CA,Bamfield
YBG,CFB Bagotville,NA,CA,Bagotville
YBH,Bull Harbour Water Aerodrome,NA,CA,Bull Harbour
YBI,Black Tickle Airport,NA,CA,Black Tickle
YBJ,Baie-Johan-Beetz Water Aerodrome,NA,CA,Baie-Johan-Beetz
YBK,Baker Lake Airport,NA,CA,Baker Lake
YBL,Campbell River Airport,NA,CA,Campbell River
YBM,Bronson Creek Airport,NA,CA,Bronson Creek
